Date,Name,Total,UniqueOwners,UniqueRepos,WorkflowRuns,UniqueJobs
"2023-08-01T21:19:04-05:00","redhat-actions/oc-new-app",465,15,35,415,465
"2023-08-01T21:19:04-05:00","redhat-actions/openshift-actions-runner-installer",205,5,20,175,205
"2023-08-01T21:19:04-05:00","redhat-actions/openshift-tools-installer",29175,195,760,23265,28030
"2023-08-01T21:19:04-05:00","redhat-actions/podman-login",24075,295,630,14050,19415
"2023-08-01T21:19:04-05:00","redhat-actions/push-to-registry",95850,995,1915,41825,72345
"2023-08-01T21:19:04-05:00","redhat-actions/s2i-build",1215,20,100,1030,1210
"2023-08-01T21:19:04-05:00","redhat-actions/try-in-web-ide",370,10,15,345,345
"2023-09-04T16:47:34-05:00","redhat-actions/buildah-build",65790,920,1760,35655,62845
"2023-09-04T16:47:34-05:00","redhat-actions/chart-verifier",1940,5,5,1955,1950
"2023-09-04T16:47:34-05:00","redhat-actions/crda",730,20,35,730,730
"2023-09-04T16:47:34-05:00","redhat-actions/kn-service-manager",10,5,5,10,10
"2023-09-04T16:47:34-05:00","redhat-actions/oc-installer",5080,45,115,4350,5050
"2023-09-04T16:47:34-05:00","redhat-actions/oc-login",49705,145,860,28000,48885
"2023-09-04T16:47:34-05:00","redhat-actions/oc-new-app",660,35,50,575,590
"2023-09-04T16:47:34-05:00","redhat-actions/openshift-actions-runner-installer",275,10,20,250,275
"2023-09-04T16:47:34-05:00","redhat-actions/openshift-tools-installer",30165,195,790,22610,28130
"2023-09-04T16:47:34-05:00","redhat-actions/podman-login",23590,280,630,12075,18335
"2023-09-04T16:47:34-05:00","redhat-actions/push-to-registry",92030,975,1980,40360,72925
"2023-09-04T16:47:34-05:00","redhat-actions/s2i-build",1090,20,100,780,1090
"2023-09-04T16:47:34-05:00","redhat-actions/try-in-web-ide",245,5,15,230,230
"2023-10-01T14:24:02-05:00","redhat-actions/buildah-build",96050,1030,1990,44965,92660
"2023-10-01T14:24:02-05:00","redhat-actions/crda",845,25,50,845,845
"2023-10-01T14:24:02-05:00","redhat-actions/oc-installer",6880,50,155,5990,6875
"2023-10-01T14:24:02-05:00","redhat-actions/oc-login",55220,150,1035,35900,54465
"2023-10-01T14:24:02-05:00","redhat-actions/oc-new-app",905,25,70,605,680
"2023-10-01T14:24:02-05:00","redhat-actions/openshift-actions-runner-installer",105,5,10,75,105
"2023-10-01T14:24:02-05:00","redhat-actions/openshift-tools-installer",36780,215,880,29155,33320
"2023-10-01T14:24:02-05:00","redhat-actions/podman-login",28070,315,715,14190,22135
"2023-10-01T14:24:02-05:00","redhat-actions/push-to-registry",118425,1080,2155,47755,99880
"2023-10-01T14:24:02-05:00","redhat-actions/s2i-build",1250,30,125,900,1255
"2023-10-01T14:24:02-05:00","redhat-actions/try-in-web-ide",430,5,15,415,415
"2023-11-03T16:47:20-05:00","redhat-actions/buildah-build",112825,1065,2075,44295,108725
"2023-11-03T16:47:20-05:00","redhat-actions/crda",720,30,50,720,720
"2023-11-03T16:47:20-05:00","redhat-actions/oc-installer",5625,55,160,4835,5600
"2023-11-03T16:47:20-05:00","redhat-actions/oc-login",57970,160,1020,36585,56000
"2023-11-03T16:47:20-05:00","redhat-actions/oc-new-app",760,25,45,665,705
"2023-11-03T16:47:20-05:00","redhat-actions/openshift-actions-runner-installer",195,5,10,165,190
"2023-11-03T16:47:20-05:00","redhat-actions/openshift-tools-installer",38320,215,860,29900,34740
"2023-11-03T16:47:20-05:00","redhat-actions/podman-login",30325,310,695,15180,23385
"2023-11-03T16:47:20-05:00","redhat-actions/push-to-registry",132170,1125,2200,46190,113645
"2023-11-03T16:47:20-05:00","redhat-actions/s2i-build",1090,25,95,935,1085
"2023-11-03T16:47:20-05:00","redhat-actions/try-in-web-ide",380,5,15,365,365
